Chrom	WindowStart	WindowEnd	AvgOverAllSites	AvgOverSitesWithDxyEstimate
chrX	2470001	2480000	0.0101754614451374	0.131465910143894
chrX	2480001	2490000	0.0129751079825073	0.143529955558709
chrX	2490001	2500000	0.0156547336855403	0.137442789161899
chrX	2500001	2510000	0.0113878566987701	0.114106780548799
chrX	2510001	2520000	0.0119408801674311	0.124513870359031
chrX	2520001	2530000	0.0109208413208727	0.121884389741883
chrX	2530001	2540000	0.0134826672939852	0.131282057390313
chrX	2540001	2550000	0.0128204190268759	0.124833680884868
chrX	2550001	2560000	0.014650851700931	0.131989654963342
chrX	2560001	2570000	0.0125789413364233	0.134678172766845
chrX	2570001	2580000	0.0192083045571773	0.148097953409231
chrX	2580001	2590000	0.0109343552805951	0.123273452994308
chrX	2590001	2600000	0.0155340847872304	0.150524077395643
chrX	2600001	2610000	0.0157441532524849	0.141329921476525
chrX	2610001	2620000	0.014701214370267	0.134380387296773
chrX	2620001	2630000	0.0113765050688011	0.113311803474115
chrX	2630001	2640000	0.0146806298116852	0.137202147772759
chrX	2640001	2650000	0.0163755000743317	0.152756530544139
chrX	2650001	2660000	0.0145100342384846	0.132875771414694
chrX	2660001	2670000	0.014540620863884	0.143540186218006
chrX	2670001	2680000	0.0167925927071179	0.140288995046933
chrX	2680001	2690000	0.0117213178022097	0.126716949213078
chrX	2690001	2700000	0.00948891623796615	0.116001421002031
chrX	2700001	2710000	0.0109612839876227	0.128352271517831
chrX	2710001	2720000	0.0121242224992539	0.126031418911163
chrX	2720001	2730000	0.0125643460530692	0.126784521221687
chrX	2730001	2740000	0.0112593211606061	0.127801602277028
chrX	2740001	2750000	0.0150128019188834	0.139784002969119
chrX	2750001	2760000	0.0114566997215185	0.116905099199169
chrX	2760001	2770000	0.0124095536092393	0.122866867418211
chrX	2770001	2780000	0.0120892193390761	0.125276884342758
chrX	2780001	2790000	0.0149493615093296	0.131019820414808
chrX	2790001	2800000	0.0221010853159138	0.147340568772759
chrX	2800001	2810000	0.0132548743415483	0.133483125292531
chrX	2810001	2820000	0.0185274795366649	0.163237705168854
chrX	2820001	2830000	0.0151809118548094	0.148396010310943
chrX	2830001	2840000	0.0102415784335101	0.125049797722956
chrX	2840001	2850000	0.0111803502186566	0.125340249088078
chrX	2850001	2860000	0.0118962897908265	0.129448202294086
chrX	2860001	2870000	0.0113804973264419	0.127870756476876
chrX	2870001	2880000	0.0149739852344956	0.138905243362668
chrX	2880001	2890000	0.0107119543249353	0.1244129422176
chrX	2890001	2900000	0.00886123153096576	0.123933308125395
chrX	2900001	2910000	0.0134704240146774	0.125422942408542
chrX	2910001	2920000	0.00675128445285338	0.118236155041215
chrX	2920001	2930000	0.00810487493745477	0.107491710045819
chrX	2930001	2940000	0.0118997561757708	0.146368464646627
chrX	2940001	2950000	0.00807173692261816	0.112576526117408
chrX	2950001	2960000	0.00965413174408375	0.123770919795946
chrX	2960001	2970000	0.0111847850063685	0.120786015187565
chrX	2970001	2980000	0.0171491426176969	0.143627660114714
chrX	2980001	2990000	0.0060029163571332	0.118634710615281
chrX	2990001	3000000	0.00790658342128798	0.11853948157853
chrX	3000001	3010000	0.00781916065022657	0.11601128561167
chrX	3010001	3020000	0.00960325036030734	0.110129017893433
chrX	3020001	3030000	0.00799603182695236	0.120241080104547
chrX	3030001	3040000	0.00970929132273534	0.127251524544369
chrX	3040001	3050000	0.00899447740368677	0.126326929827061
chrX	3050001	3060000	0.0107260718574898	0.117739537403839
chrX	3060001	3070000	0.00978032964993876	0.131988254385138
chrX	3070001	3080000	0.0136241437274376	0.132016896583697
chrX	3080001	3090000	0.0104686553173136	0.141086998885628
chrX	3090001	3100000	0.0130575527883321	0.117108096756342
chrX	3100001	3110000	0.0129169628304497	0.135825056050996
chrX	3110001	3120000	0.0122856418835713	0.121881367892572
chrX	3120001	3130000	0.00872123508626135	0.113854243945971
chrX	3130001	3140000	0.0110144758735317	0.127187943112376
chrX	3140001	3150000	0.0145681435335564	0.13900900318279
chrX	3150001	3160000	0.0143443444740277	0.128074504232391
chrX	3160001	3170000	0.0171225803060037	0.138308403117962
chrX	3170001	3180000	0.0165717378479507	0.143478249765807
chrX	3180001	3190000	0.0145982410211064	0.142144508482048
chrX	3190001	3200000	0.0124802612593799	0.131926651790485
chrX	3200001	3210000	0.0104921689335374	0.149461095919336
chrX	3210001	3220000	0.0139562850210346	0.138044362225861
chrX	3220001	3230000	0.00972382738503474	0.117437528804767
chrX	3230001	3240000	0.00991552090022554	0.11556551165764
chrX	3240001	3250000	0.00662019630178159	0.12259622781077
chrX	3250001	3260000	0.00948429925838034	0.117963921124134
chrX	3260001	3270000	0.0153979096361122	0.147348417570452
chrX	3270001	3280000	0.0144294197033728	0.145899086990625
chrX	3280001	3290000	0.0141748813748442	0.164251232616966
chrX	3290001	3300000	0.0128437245977202	0.164452299586686
chrX	3300001	3310000	0.013297260630586	0.148738933228031
chrX	3310001	3320000	0.0183212435591692	0.193875593218722
chrX	3320001	3330000	0.0134288873408232	0.177630784931523
chrX	3330001	3340000	0.00792749539096538	0.137630128315371
chrX	3340001	3350000	0.0111460469252981	0.152268400618827
chrX	3350001	3360000	0.0123108172699123	0.122617701891557
chrX	3360001	3370000	0.0116600630373075	0.131159314255428
chrX	3370001	3380000	0.0143242194576154	0.140158703107783
chrX	3380001	3390000	0.0194763213662069	0.152516220565441
chrX	3390001	3400000	0.0124750860355311	0.129543987907904
chrX	3400001	3410000	0.0130980219469715	0.128286209079055
chrX	3410001	3420000	0.0110595424116017	0.134872468434168
chrX	3420001	3430000	0.00967442422898995	0.127630926503825
chrX	3430001	3440000	0.0196378209330131	0.158882046383601
chrX	3440001	3450000	0.0159726124057726	0.149836889359968
chrX	3450001	3460000	0.0140556999328332	0.124057369221828
chrX	3460001	3470000	0.0127842963337969	0.122337763959779
chrX	3470001	3480000	0.00651143767799598	0.0964657433777183
chrX	3480001	3490000	0.00815310150544817	0.130449624087171
chrX	3490001	3500000	0.0144736752838554	0.144016669491099
chrX	3500001	3510000	0.0174487350838657	0.146874874443314
chrX	3510001	3520000	0.0140742335390477	0.135589918487936
chrX	3520001	3530000	0.0156957255211209	0.14089520216446
chrX	3530001	3540000	0.0133480002208821	0.129466539484793
chrX	3540001	3550000	0.0132707876421617	0.124491441296076
chrX	3550001	3560000	0.00958927935774195	0.119269643753009
chrX	3560001	3570000	0.00862338240519157	0.12010281901381
chrX	3570001	3580000	0.0133352940539169	0.139490523576537
chrX	3580001	3590000	0.0127355894800665	0.136209513155792
chrX	3590001	3600000	0.0146042759660226	0.14261988248069
chrX	3600001	3610000	0.015601667671828	0.132667242107381
chrX	3610001	3620000	0.011552475405399	0.170894606588742
chrX	3620001	3630000	0.0169545918480505	0.162400305057955
chrX	3630001	3640000	0.0174664835476627	0.14690061856739
chrX	3640001	3650000	0.0188801975378771	0.145232288752901
chrX	3650001	3660000	0.0171284453132361	0.138355777974444
chrX	3660001	3670000	0.0134049159016374	0.134722772880778
chrX	3670001	3680000	0.0202720602694853	0.143366762867647
chrX	3680001	3690000	0.0180276691821298	0.152389426729753
chrX	3690001	3700000	0.0188457479359595	0.157047899466329
chrX	3700001	3710000	0.0148448525157858	0.135322265412815
chrX	3710001	3720000	0.0161780661176659	0.142663722378006
chrX	3720001	3730000	0.0149733932218188	0.142603744969703
chrX	3730001	3740000	0.0177744014995916	0.134146426412012
chrX	3740001	3750000	0.0143466127870956	0.128094757027639
chrX	3750001	3760000	0.0170930424774349	0.142442020645291
chrX	3760001	3770000	0.0193300696663964	0.129993743553439
chrX	3770001	3780000	0.0158367419210357	0.125092748191435
chrX	3780001	3790000	0.0139793090423127	0.129919229017776
chrX	3790001	3800000	0.0141988187791032	0.130864689208324
chrX	3800001	3810000	0.0194218000696434	0.151260125152986
chrX	3810001	3820000	0.0133929350552349	0.125873449767246
chrX	3820001	3830000	0.0174037093654748	0.157642294977127
chrX	3830001	3840000	0.0169347910493255	0.135913250797155
chrX	3840001	3850000	0.0170634318836962	0.13156077011331
chrX	3850001	3860000	0.0167835612371217	0.136009410349446
chrX	3860001	3870000	0.0173354965988671	0.133247475779148
chrX	3870001	3880000	0.0133177480567916	0.12388602843527
chrX	3880001	3890000	0.016185763123348	0.139773429389879
chrX	3890001	3900000	0.0174567936253335	0.150101406924621
chrX	3900001	3910000	0.0121888539453107	0.131771394003359
chrX	3910001	3920000	0.0133455603322574	0.131613021028179
chrX	3920001	3930000	0.0135865298315388	0.132164687077225
chrX	3930001	3940000	0.0148486062624616	0.16245739893284
chrX	3940001	3950000	0.0173500920697403	0.145799093023028
chrX	3950001	3960000	0.015435232529645	0.140065630940517
chrX	3960001	3970000	0.0128128168294139	0.132090895148597
chrX	3970001	3980000	0.0140362029204256	0.136538938914646
chrX	3980001	3990000	0.0129089089373971	0.143114289771587
chrX	3990001	4000000	0.0181518072499694	0.146385542338463
chrX	4000001	4010000	0.0125345426287011	0.13713941606894
chrX	4010001	4020000	0.0212372484996644	0.160160245095509
chrX	4020001	4030000	0.0205687880717167	0.142838806053588
chrX	4030001	4040000	0.0202054479278242	0.143708733483814
chrX	4040001	4050000	0.0175355812739343	0.138402377852678
chrX	4050001	4060000	0.0174686598844659	0.138971041244756
chrX	4060001	4070000	0.0194048264550872	0.147453088564492
chrX	4070001	4080000	0.0144458719717054	0.141765181272869
chrX	4080001	4090000	0.0112736551030067	0.124708574148305
chrX	4090001	4100000	0.014106054735345	0.141201749102552
chrX	4100001	4110000	0.0150749491924496	0.130632142048957
chrX	4110001	4120000	0.0170072563835003	0.137376869010503
chrX	4120001	4130000	0.015297887112973	0.120361031573352
chrX	4130001	4140000	0.00936716887354835	0.130461962027136
chrX	4140001	4150000	0.0127069430602947	0.134750191519562
chrX	4150001	4160000	0.0114217019633232	0.137943260426608
chrX	4160001	4170000	0.015841421561891	0.137991477019957
chrX	4170001	4180000	0.0144037557056014	0.137309396621557
chrX	4180001	4190000	0.0108623790796951	0.122049203142642
chrX	4190001	4200000	0.0118401796086251	0.122442395125389
chrX	4200001	4210000	0.0144862541212134	0.132173851470925
chrX	4210001	4220000	0.0147323528852252	0.125275109568242
chrX	4220001	4230000	0.0102468345403919	0.122131520147699
chrX	4230001	4240000	0.0172029945003865	0.16669568314328
chrX	4240001	4250000	0.0171959276895995	0.139013158363779
chrX	4250001	4260000	0.0128368432965485	0.145542441003951
chrX	4260001	4270000	0.0131375149328233	0.130591599729854
chrX	4270001	4280000	0.0147399793768368	0.146375167595202
chrX	4280001	4290000	0.0124288678699449	0.123424705759135
chrX	4290001	4300000	0.0101058953303671	0.120022509861843
chrX	4300001	4310000	0.0123816473028999	0.133711093983801
chrX	4310001	4320000	0.015129081915577	0.13791323532887
chrX	4320001	4330000	0.0173927848771021	0.152702237726972
chrX	4330001	4340000	0.0124442729395825	0.147969951719174
chrX	4340001	4350000	0.0105163946594162	0.128092504986798
chrX	4350001	4360000	0.0128405490724511	0.135306101922562
chrX	4360001	4370000	0.0176136507572799	0.151711031501119
chrX	4370001	4380000	0.0118567281130203	0.125468022360003
chrX	4380001	4390000	0.00934457838400894	0.120110262005256
chrX	4390001	4400000	0.0140429720083416	0.145072024879562
chrX	4400001	4410000	0.0153958638731526	0.139835275868779
chrX	4410001	4420000	0.0147794566647348	0.135715855507207
chrX	4420001	4430000	0.0180884928209085	0.154075748048624
chrX	4430001	4440000	0.0156871077754038	0.135584336866066
chrX	4440001	4450000	0.0115756874678395	0.127345296675902
chrX	4450001	4460000	0.0135700842097337	0.137907359855018
chrX	4460001	4470000	0.0143008418487954	0.125887692330945
chrX	4470001	4480000	0.0188484066284703	0.163899188073655
chrX	4480001	4490000	0.0150958507386492	0.139389203496299
chrX	4490001	4500000	0.0122714817364289	0.126120058956104
chrX	4500001	4510000	0.0113653453117535	0.132928015342147
chrX	4510001	4520000	0.014289302729786	0.129549435446836
chrX	4520001	4530000	0.0146088803892448	0.139664248463143
chrX	4530001	4540000	0.0118181801817139	0.129443375484271
chrX	4540001	4550000	0.014404163835296	0.132879740178007
chrX	4550001	4560000	0.00804347638886618	0.113129063134545
chrX	4560001	4570000	0.0153835247944608	0.144175490107411
chrX	4570001	4580000	0.00923217583832298	0.119898387510688
chrX	4580001	4590000	0.0131394521069527	0.132320766434569
chrX	4590001	4600000	0.0135664189814434	0.12750393779552
chrX	4600001	4610000	0.00977355692174776	0.116629557538756
chrX	4610001	4620000	0.0140894735195738	0.137458278239745
chrX	4620001	4630000	0.0188839757672088	0.136248021408433
chrX	4630001	4640000	0.0184874855988863	0.142102118361924
chrX	4640001	4650000	0.017947634345966	0.137529765103188
chrX	4650001	4660000	0.0186358013358263	0.128789228305642
chrX	4660001	4670000	0.0168453081979185	0.147507077039567
chrX	4670001	4680000	0.0163964209245815	0.169384513683694
chrX	4680001	4690000	0.010485577889073	0.161565144669845
chrX	4690001	4700000	0.0166090430495736	0.142322562549902
chrX	4700001	4710000	0.0199212506128037	0.16013867052093
chrX	4710001	4720000	0.0176952651785705	0.137813591733415
chrX	4720001	4730000	0.0133454915060986	0.12625819778712
chrX	4730001	4740000	0.0149877870397582	0.127015144404731
chrX	4740001	4750000	0.0144374718275508	0.120714647387548
chrX	4750001	4760000	0.0134858319911374	0.12533301107005
chrX	4760001	4770000	0.0123186576436429	0.128856251502541
chrX	4770001	4780000	0.0122421278207443	0.128593779629667
chrX	4780001	4790000	0.0135327448675663	0.122357548531341
chrX	4790001	4800000	0.0126473893389691	0.128010013552319
chrX	4800001	4810000	0.0135104528741891	0.127217070378429
chrX	4810001	4820000	0.0123297739128225	0.128301497531972
chrX	4820001	4830000	0.0185830903639129	0.161171642358308
chrX	4830001	4840000	0.015008382009827	0.126439612551197
chrX	4840001	4850000	0.0148997129102936	0.130928935942826
chrX	4850001	4860000	0.00993061297815611	0.109367984340926
chrX	4860001	4870000	0.0149515482010954	0.137422318024774
